,prediction,load,date,home_num,familyID,receivingAccumulatedActiveEnergy
320,811.5565914912179,920.0,2022-01-19 20:00:00,141705413,6-1,7510900
321,1044.732882152275,870.0,2022-01-19 21:00:00,141723819,6-1,7511780
322,789.4665281920593,890.0,2022-01-19 22:00:00,141742179,6-1,7512670
323,500.11309747340295,570.0,2022-01-19 23:00:00,141759718,6-1,7513240
324,313.21486153982664,500.0,2022-01-20 00:00:00,141776589,6-1,7513750
325,453.4158758943239,540.0,2022-01-20 01:00:00,141793801,6-1,7514290
326,377.1484439523369,670.0,2022-01-20 02:00:00,141811018,6-1,7514970
327,395.6010217009183,470.0,2022-01-20 03:00:00,141827777,6-1,7515440
328,404.6671552474734,380.0,2022-01-20 04:00:00,141844974,6-1,7515820
329,390.5289707052435,450.0,2022-01-20 05:00:00,141862141,6-1,7516270
330,722.0678712548632,400.0,2022-01-20 06:00:00,141879840,6-1,7516670
331,834.5552433836237,930.0,2022-01-20 07:00:00,141897307,6-1,7517600
332,623.3830734358638,600.0,2022-01-20 08:00:00,141915085,6-1,7518200
333,58.92386448355218,370.0,2022-01-20 09:00:00,141933251,6-1,7518570
334,-16.15472794894623,320.0,2022-01-20 10:00:00,141951507,6-1,7518890
335,37.69183880577578,340.0,2022-01-20 11:00:00,141969681,6-1,7519230
336,54.86922635229202,350.0,2022-01-20 12:00:00,141987731,6-1,7519580
337,-20.94550749476961,270.0,2022-01-20 13:00:00,142005427,6-1,7519850
338,47.77064973734678,40.0,2022-01-20 14:00:00,142023404,6-1,7519890
339,333.9462155875367,280.0,2022-01-20 15:00:00,142041532,6-1,7520170
340,407.9502664507625,490.0,2022-01-20 16:00:00,142058907,6-1,7520670
341,491.6929241487943,660.0,2022-01-20 17:00:00,142076647,6-1,7521330
342,697.9430372602653,1050.0,2022-01-20 18:00:00,142094620,6-1,7522390
343,1063.4237121328572,900.0,2022-01-20 19:00:00,142112306,6-1,7523300
344,828.9730818108247,960.0,2022-01-20 20:00:00,142129818,6-1,7524270
